DATEPRD,X5599,X5351,X7289,X7405f,X7078
2014-12-12,0,331.51,0,0,233.23
2014-12-13,0,277.88,0,0,191.55
2014-12-14,0,328.13,0,0,300.44
2014-12-15,0,306.76,0,0,272.5
2014-12-16,0,324.63,0,0,285.71
2014-12-17,0,333.97,0,0,295.77
2014-12-18,0,278.73,0,0,358.41
2014-12-19,0,278.82,0,0,362.87
2014-12-20,0,329.27,0,0,317.56
2014-12-21,0,319.65,0,0,284.18
2014-12-22,0,305.35,0,0,273.16
2014-12-23,0,312.7,0,0,275.81
2014-12-24,0,312.55,0,0,277.21
2014-12-25,0,318.56,0,0,284.56
2014-12-26,0,326.73,0,0,291.27
2014-12-27,0,314.02,0,0,284.48
2014-12-28,0,319.75,0,0,280.53
2014-12-29,0,292.71,0,0,330.5
2014-12-30,0,376.06,0,0,293.75
2014-12-31,0,353.86,0,0,339.68
2015-01-01,14.94,488.21,29.34,94.01,571.41
2015-01-02,782.75,324.9,159.18,790.87,711.15
2015-01-03,871.14,343.85,207.72,916.81,834.36
2015-01-04,855.13,337.58,206.42,788.73,816.68
2015-01-05,838.83,331.43,221.34,790.15,822.12
2015-01-06,834.13,324.45,223.41,783.85,868.95
2015-01-07,859.23,333.91,230.15,574.29,926.15
2015-01-08,829.95,322.41,225.72,626.39,1015.35
2015-01-09,532.53,189.48,183,355.75,824.03
2015-01-10,786.25,231,196.73,422.91,945.62
2015-01-11,1069.61,282.48,236.36,486.97,1167.01
2015-01-12,859.51,312.71,221.17,597.29,1089.48
2015-01-13,865.58,315.5,220.09,610.33,1103.27
2015-01-14,775.25,282.1,196.41,580.74,987.37
2015-01-15,827.2,301.02,209.59,461.02,1070.17
2015-01-16,839.36,305.23,213.12,453.09,1088.7
2015-01-17,776.66,282.31,197.91,418.97,1026.57
2015-01-18,819.66,297.94,208.87,442.16,1083.4
2015-01-19,829.23,301.42,211.31,447.32,1004.72
2015-01-20,767.76,215.18,201.3,226.24,896.9
2015-01-21,948.12,298.54,219.96,7.64,958.68
2015-01-22,944.39,314.32,215.04,0,963.57
2015-01-23,924.64,309.83,210.97,0,981.8
2015-01-24,902.12,308.19,207.84,0,1021.26
2015-01-25,890.65,303.93,203.89,0,1006.31
2015-01-26,886.77,277.44,188.7,0,1006.49
2015-01-27,943.93,118.82,87.82,0,1049.98
2015-01-28,927.74,309.9,179.1,0,946.4
2015-01-29,925.05,308.96,175.79,0,946.36
2015-01-30,898.87,277.58,161.02,0,919.8
2015-01-31,885.57,170.36,126.24,0,907.74
2015-02-01,913.75,183.95,105.73,0,937.48
2015-02-02,875.95,270.25,159.92,0,901.47
2015-02-03,873.07,139.66,110.62,0,898.3
2015-02-04,554,106.75,106.92,0,625.33
2015-02-05,89.29,338,204.42,0,228.78
2015-02-06,1162.07,206.71,120.3,0,702.96
2015-02-07,810.62,249.26,144.76,0,792.97
2015-02-08,433.41,255.65,148.78,0,623.95
2015-02-09,381.15,293.78,169.15,125.26,744.19
2015-02-10,812.31,250.89,146.07,402.41,865.75
2015-02-11,708.94,272.56,178.9,474.1,895.84
2015-02-12,697.18,268,174.98,466.03,940.2
2015-02-13,710.02,271.96,180.31,423.36,962.2
2015-02-14,706.05,270.78,177.07,421.26,965.2
2015-02-15,704.3,269.97,179.11,419.02,969.44
2015-02-16,702.34,269.67,178.04,419.54,976.99
2015-02-17,683.84,260.65,173.71,409.69,994.39
2015-02-18,716.3,274.9,180.77,519.64,1001.96
2015-02-19,724.37,278.07,182.89,652.82,1030.53
2015-02-20,706.94,271.56,178.49,638.16,1009.31
2015-02-21,689.52,265.58,174.89,624.59,996.11
2015-02-22,717.38,276,179.23,475.6,1047.18
2015-02-23,716.15,275.59,181.56,410.07,1038.28
2015-02-24,699.15,269.61,175.72,625.9,1014.53
2015-02-25,705.72,272.17,176.82,940.93,1022.01
2015-02-26,704.86,271.87,177.15,738.49,1046.43
2015-02-27,709.02,273.25,157.19,399.77,1056.64
2015-02-28,670.85,271.71,157.79,0,1058.8
2015-03-01,716.24,271.85,157.72,0,1056.24
2015-03-02,713.85,270.42,156.98,0,1051.49
2015-03-03,717.16,271.12,162.93,0,1053.04
2015-03-04,715.86,282.91,161.52,0,1050.75
2015-03-05,718.68,270.27,158.88,0,1077.56
2015-03-06,697.73,261.96,150.54,0,1213.31
2015-03-07,693.61,259.79,149.7,0,1218.64
2015-03-08,691.71,258.51,149.76,0,1210.61
2015-03-09,706.94,263.44,151.82,0,1201.66
2015-03-10,705.8,261.71,150.41,0,1213.89
2015-03-11,706.67,261.22,150.13,0,1222.74
2015-03-12,707.62,260.65,150.59,0,1217.77
2015-03-13,700.36,257.26,149.08,0,1218.6
2015-03-14,708.18,258.79,148.78,0,1247.39
2015-03-15,703.7,256.56,148.65,0,1632.83
2015-03-16,712.24,259.2,147.89,0,2002.08
2015-03-17,721.35,262.19,152.21,0,2025.24
2015-03-18,722.86,263.83,151.81,91.76,2021.7
2015-03-19,713.91,264.35,151.69,216.14,2000.27
2015-03-20,733.31,271.47,155.47,222.87,2035.82
2015-03-21,740.9,274.32,157.97,225.74,2064.61
2015-03-22,91.33,257.66,29.12,385.1,1145.2
2015-03-23,0,229.5,0,342.99,333.88
2015-03-24,0,195.3,0,355.76,356.5
2015-03-25,44.33,250.48,31.78,447.87,800.79
2015-03-26,736.05,269.7,132.58,609.35,1994.47
2015-03-27,741.77,273.87,147.64,618.61,1954.67
2015-03-28,706.56,261.25,148.59,565.02,2013.54
2015-03-29,666.68,250.31,138.89,550.72,1835.3
2015-03-30,697.6,257.61,145.23,624.44,1927.71
2015-03-31,708.43,261.54,145.11,622.85,1917.89
2015-04-01,681.4,251.24,138.25,57.52,1811.03
2015-04-02,696.82,256.09,139.48,0,1825.33
2015-04-03,692.08,254.14,140.55,0,1826.31
2015-04-04,691.59,253.43,137.88,0,1818.47
2015-04-05,687.75,252.16,139.07,0,1810.13
2015-04-06,687.95,252.07,139.02,0,1807.87
2015-04-07,680.56,250.49,138.45,0,1790.6
2015-04-08,683.38,251.63,136.88,0,1764.01
2015-04-09,680.74,250.8,141.4,0,1758.87
2015-04-10,673.76,248.18,138.03,0,1744.19
2015-04-11,676.68,249.16,139.68,0,1750.06
2015-04-12,678.43,249.64,139.96,0,1728.98
2015-04-13,677.43,249.2,139.74,0,1708.77
2015-04-14,682.49,250.23,138.5,0,1714.46
2015-04-15,682.37,249.89,141.98,0,1769.28
2015-04-16,688.32,252.44,139.79,0,1768.7
2015-04-17,696.2,254.67,144.28,0,1780.83
2015-04-18,689.54,252.32,140.7,0,1802.92
2015-04-19,695.3,254.68,140.39,0,1820.19
2015-04-20,696.95,255.71,140.77,81.91,1815.28
2015-04-21,702.6,257.81,142.18,172.87,1832.35
2015-04-22,702.84,257.92,142.09,268.47,1832.51
2015-04-23,590.64,269.39,149.02,320.34,1918.58
2015-04-24,588.04,268.14,146.56,318.85,1908.81
2015-04-25,582.39,265.67,146.94,340.53,1900.52
2015-04-26,582.17,265.19,146.33,339.92,1898.58
2015-04-27,585.19,266.54,147.85,396.95,1916.48
2015-04-28,579.58,265.58,148.21,443.99,1913.38
2015-04-29,580.26,265.86,147.6,574.96,1907.06
2015-04-30,583.11,266.93,148.34,607.87,1911.21
2015-05-01,582.93,266.77,147.94,664.96,1905.67
